order_id,order_date,order_customer,item_category,item_vendor,order_item,order_price,order_qty,delivery_date,delivery_address
PO-0341,2021-05-26,Nathan Cruz,積體電路-IC,Boréas Technologies,BOS1901,249.9,1955,2021-11-11,"8652 Duarte Pines
Owensville, KS 59133"
PO-0342,2021-12-26,Michelle Carson,測試及測量,Rohde & Schwarz,HMC8012 Digital Multimeter,181.65,1497,2022-01-18,"346 Anne Mountain Apt. 061
Deborahview, NJ 84459"
PO-0343,2022-04-02,Mrs. Sarah Nguyen DDS,嵌入式模組,Summit Wireless,Summit SWS997SD Rx Module,308.7,2729,2022-04-28,"45567 Kelly Overpass
Port Leonardton, MO 52134"
PO-0344,2022-01-06,David Johnston,光電產品,LUXSHARE ICT,"SFP,QSFP,OSFP",236.25,1269,2022-05-24,"USS Williams
FPO AA 57837"
PO-0345,2021-09-18,Kim Kline,類比-IC,Celeno,CL8080,236.25,1723,2021-10-19,"Unit 2093 Box 9337
DPO AP 01724"
PO-0346,2021-05-10,Alyssa Martin,嵌入式模組,Summit Wireless,Summit SWM908SD TX Module,84.0,2944,2021-06-29,"9928 Harris Highway
Lake Ryanhaven, AK 42545"
PO-0347,2022-02-19,Mary Ellis,離散式元件,KEC,MBRD10U200CT,124.95,1342,2022-03-20,"8535 Lisa Walks Suite 749
Suarezstad, WA 09190"
PO-0348,2021-07-21,Kelly Johnson,記憶體,CXMT,DDR4,283.5,2788,2022-04-20,"3722 Lindsey Ferry
Lake Javiermouth, SC 43438"
PO-0349,2021-09-26,Timothy Andersen,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,1132,2022-03-26,"1612 David Mills Suite 522
Phillipsland, CO 76528"
PO-0350,2022-04-16,Andre Chavez,測試及測量,Silanna,SZ1110,87.15,1987,2022-04-23,"84068 Avery Heights
New Andrew, NE 34202"
PO-0351,2021-12-03,Patricia Love,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1854,2022-02-20,"76485 Jessica Glens Apt. 930
North Matthew, AZ 34032"
PO-0352,2022-01-14,Jennifer Quinn,嵌入式模組,poLight,TLens Silver,240.45000000000002,1505,2022-03-14,"3809 Cameron Pass
East Brandonberg, MN 30640"
PO-0353,2022-02-21,Shannon Johnson,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,2457,2022-05-09,"1837 Mcneil Stravenue
Adamstad, TN 90560"
PO-0354,2022-05-22,Alicia Graham,微型組件,Synaptics,"CX22721, CX20921, CX20924",119.7,2376,2022-06-15,"59826 Nguyen Lane Suite 907
Pricemouth, WV 56045"
PO-0355,2021-06-14,John Brooks,測試及測量,Rohde & Schwarz,HM8150 Arbitrary Function Generator,221.55,1277,2021-06-23,"25801 Lee Park
Millsbury, NJ 01189"
PO-0356,2021-12-04,Meghan Johnson,軟體類,Cyberlink,000,52.5,1384,2022-05-20,"871 Belinda Via
West Marissaland, MI 50869"
PO-0357,2021-09-30,Jonathan Nguyen,微型組件,Marvell,CNF95XX,142.8,2259,2021-11-14,"76527 David Views Apt. 315
Lake Katrinachester, WI 09817"
PO-0358,2022-02-26,Nicole Doyle,嵌入式模組,Taoglas,EDGE,107.10000000000001,2177,2022-05-13,"452 Gerald Fork
Karihaven, WV 74119"
PO-0359,2021-10-08,Amy Warren,非光學傳感器,Silicon Labs,Si1143/44,204.75,1599,2021-11-09,"3410 Hayley Pike Suite 464
Garciaport, VT 65330"
PO-0360,2021-06-08,Robert Reyes,類比-IC,Celeno,CL8060,120.75,2311,2021-06-08,"PSC 0775, Box 3928
APO AP 98734"
PO-0361,2021-10-25,Joseph Diaz,微型組件,Synaptics,CX31988,134.4,2027,2021-11-05,"13737 Nguyen Lakes Suite 483
South Joseph, UT 35491"
PO-0362,2021-04-17,Edward Baker,微型組件,Synaptics,CX31988,134.4,2828,2022-03-22,"82346 David Road Suite 642
West Andrew, VT 25077"
PO-0363,2021-06-28,Kenneth Graham,離散式元件,Littelfuse,LSIC1MO120E0080,201.60000000000002,2499,2021-08-24,"32267 Richmond Plains Suite 740
Gutierrezview, AR 23618"
PO-0364,2021-08-08,Tiffany Hobbs,微型組件,Credo,CFD30201,190.05,1082,2022-06-07,"342 Johnson Ranch Apt. 943
East Briantown, WY 10635"
PO-0365,2022-05-08,Brian Reed,記憶體,STMicroelectronics,M95010-R,162.75,1253,2022-05-16,"815 Barrett Mount Apt. 859
East Valerie, NH 69352"
PO-0366,2021-10-15,Joseph Parrish,嵌入式模組,Taoglas,EDGE,107.10000000000001,1868,2022-02-12,"9404 Jeffrey Mountain Apt. 644
East Scott, VA 35350"
PO-0367,2021-12-10,Matthew Wilson,微型組件,Marvell,MARVELL 88F3720,106.05000000000001,1248,2022-05-26,"228 Cardenas Stream
Jessicashire, WA 35111"
PO-0368,2022-01-21,Jeffrey Harris,光電產品,LUXSHARE ICT,"SFP,QSFP,OSFP",236.25,2240,2022-01-25,"10693 Jackson Common Apt. 701
Gomezside, TN 74372"
PO-0369,2021-07-10,Phyllis Davis,測試及測量,Rohde & Schwarz,FPC1000,126.0,2550,2021-07-14,"927 Hernandez Points
Mcguireland, NV 36190"
PO-0370,2021-10-19,Alexandra Garcia,類比-IC,Celeno,CL8040,30.450000000000003,1239,2021-11-20,"683 Mills Villages Apt. 288
Ibarraville, WI 41661"
PO-0371,2021-11-17,Ashley Lopez,離散式元件,UnitedSiC,"UJ3C, UF3C, UF3SC",291.90000000000003,2126,2022-06-30,"646 Tanya Extension Suite 144
Jesseborough, ID 18702"
PO-0372,2022-04-16,Brittany Johnson,非光學傳感器,STMicroelectronics,LSM6DSR,239.4,2163,2022-05-18,"730 Huynh Mountain Apt. 564
Meyerport, ND 77531"
PO-0373,2022-03-26,Jordan Humphrey,嵌入式模組,Silicon Labs,SLWSTK6021A,123.9,2677,2022-03-28,"2253 Baldwin Vista Apt. 391
Cervantesport, MO 86520"
PO-0374,2022-04-05,John Cook,嵌入式模組,Silicon Labs,"Z-Wave 500, Z-Wave 700",177.45000000000002,1838,2022-06-29,"027 Webb Islands
East Matthew, HI 77921"
PO-0375,2021-06-30,Maureen White,類比-IC,Marvell,Alaska 88E1512,28.35,2783,2022-05-23,"786 Paul Loaf
Maryton, IN 49669"
PO-0376,2021-07-20,Rebecca Rodriguez,非光學傳感器,Superior Sensor Technology,FM Series,64.05,2721,2022-02-05,"USS Martin
FPO AP 31598"
PO-0377,2021-05-04,Rebecca Hill,非光學傳感器,STMicroelectronics,LIS2MDL,240.45000000000002,1659,2022-05-23,"71015 Jeremy Courts
North Andreaview, SC 93741"
PO-0378,2022-04-25,Kayla Small,類比-IC,Torex Semiconductor,XCL series,124.95,1384,2022-06-21,"885 Smith Port Apt. 204
New Alexander, UT 64127"
PO-0379,2022-01-23,Jeffrey Jimenez,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,2152,2022-03-20,"35444 Nicholas Fields Suite 126
Tanyaville, WA 35595"
PO-0380,2021-07-17,Jeffrey Eaton,非光學傳感器,ams OSRAM,AS7026,102.9,2946,2021-12-24,"4270 Brett Estates Apt. 385
East Jeff, MT 46149"
PO-0381,2021-07-16,Hunter Tran,測試及測量,Rohde & Schwarz,ZND Vector Network Analyzers,136.5,1144,2022-01-22,"508 Fisher Point Suite 718
West Wendytown, MO 92151"
PO-0382,2022-03-03,Heather Brown,積體電路-IC,MegaChips,STDP4300,55.650000000000006,2136,2022-03-24,"27551 Dillon Way
South Melody, MA 77683"
PO-0383,2022-04-19,Rachael Vance,記憶體,Western Digital (SanDisk),X600,109.2,1708,2022-06-04,"459 Ochoa Ford
Carolshire, MA 74428"
PO-0384,2021-11-05,Christopher Hill,嵌入式模組,ELATEC,TWN4 Family (HF and LF),54.6,2754,2021-11-23,"3950 Jason Island
Farmerchester, TN 63135"
PO-0385,2021-09-07,Tyler Thompson,光電產品,ams OSRAM,BIDOS® Family,274.05,1754,2022-05-28,"858 Stein Mountain
East Mark, MT 93725"
PO-0386,2022-02-25,James Bennett,類比-IC,Marvell,88E2010,18.900000000000002,2158,2022-06-27,"9528 James Lodge Apt. 048
Port Katherine, VT 75963"
PO-0387,2021-07-27,William Johnston,嵌入式模組,ROHM,BSMXXXX series,264.6,2523,2022-06-16,"2235 Penny Greens
Griffithview, AR 49769"
PO-0388,2022-03-11,Sarah Reid,光電產品,Prophesee,PPS3MVCD,290.85,1364,2022-03-12,"85654 Mcdaniel Ridge Suite 504
Hansonbury, ND 06305"
PO-0389,2021-05-03,Teresa Campbell,類比-IC,ROHM,BD86852MUF-C,107.10000000000001,1538,2022-01-29,"1291 Courtney Vista Apt. 782
Smithberg, IA 75027"
PO-0390,2022-01-15,Scott Mann,嵌入式模組,Silicon Labs,Series 2 Proprietary Wireless 2.4 GHz SoC,300.3,2004,2022-01-29,"90475 Young Lakes Apt. 138
New Rebecca, NH 19290"
PO-0391,2022-01-01,Carrie Rodriguez,離散式元件,ROHM,CDZCV6.8B,165.9,2075,2022-03-01,"216 Rasmussen Burg
New Johnland, ME 17289"
PO-0392,2021-05-25,Carlos Lee,測試及測量,Rohde & Schwarz,RTB2000,147.0,1096,2022-06-09,"USS Butler
FPO AA 22219"
PO-0393,2022-02-23,Elizabeth Chung,嵌入式模組,Silicon Labs,BGX13S22GA,150.15,1053,2022-04-04,"8708 Decker Prairie Suite 516
New Michaelmouth, NJ 82147"
PO-0394,2021-06-24,Chelsea Curry,非光學傳感器,STMicroelectronics,LSM6DSOX,270.90000000000003,1332,2021-08-18,"307 Johnny Mountains
Port Natalie, MA 01979"
PO-0395,2022-02-15,James Mendez,類比-IC,Marvell,Prestera 98CX8129,19.95,2068,2022-04-14,"3434 Wong Track
West Lisa, WI 93371"
PO-0396,2021-06-01,Charles Henderson,軟體類,Cyberlink,000,52.5,1989,2021-07-06,"553 Gutierrez Ford Suite 928
Jonathantown, NC 58546"
PO-0397,2021-10-10,Michael Wheeler,微型組件,FocalTech,Smart Phone Application,114.45,2649,2022-05-21,"483 Rodriguez Views
North Michael, UT 92883"
PO-0398,2021-11-01,James Bell,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2249,2021-11-16,"2763 Timothy Place
South Amy, NJ 73349"
PO-0399,2022-04-01,Patrick Howell,嵌入式模組,Silicon Labs,BGX13S22GA,150.15,2259,2022-04-08,"521 Jenna Groves
South Scott, LA 16105"
PO-0400,2021-05-26,Steven Brooks,類比-IC,Littelfuse,SZ1SMB Series,218.4,2687,2022-04-03,"358 Ward Centers
New Brian, MT 66003"
PO-0401,2021-07-20,Nicole Wilson,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1473,2021-08-13,"04328 Silva Harbor
Thomasside, MD 19740"
PO-0402,2021-10-22,Ann Pierce,類比-IC,Torex Semiconductor,XC9143 / XC9144,78.75,2257,2022-06-11,"9780 Rice Square Apt. 990
West Melissa, DE 64051"
PO-0403,2022-06-01,Deanna Cortez,類比-IC,ROHM,BD6586MUV,309.75,1403,2022-06-09,"8019 Joseph Plaza
Hannahfurt, MT 00562"
PO-0404,2022-03-30,Melissa Lewis,測試及測量,Rohde & Schwarz,HMC8015,19.95,2683,2022-03-30,"379 Villanueva Points
North Frank, AZ 19767"
PO-0405,2021-10-16,Anthony Lopez,類比-IC,Torex Semiconductor,XC9143 / XC9144,78.75,1597,2022-06-07,"983 Ricky Highway Suite 904
Lake Danny, MO 10026"
PO-0406,2021-10-31,Victoria Graham,類比-IC,Monolithic Power Systems,MP26085,66.15,2053,2021-12-08,"340 Stephanie Grove
West Feliciaview, MS 02842"
PO-0407,2021-07-19,Andrea Coffey,嵌入式模組,Thales,PLS8,64.05,1425,2022-03-31,"2260 Nichole Club
Port Kathleen, MT 37255"
PO-0408,2022-04-04,Ann Ward,類比-IC,Silicon Labs,MCU+BLE,110.25,2548,2022-05-17,"Unit 4731 Box 9788
DPO AA 89048"
PO-0409,2021-12-25,Stacy Wright,記憶體,Longsys,eMMC,287.7,2946,2022-06-05,"39732 Rodriguez Parkway Apt. 414
Cookfurt, MT 17043"
PO-0410,2021-04-27,Shannon Silva,微型組件,Marvell,Prestera Ethernet Switch Family,180.6,1499,2022-06-21,"464 Holloway Meadow
Barbarafurt, PA 28481"
PO-0411,2021-08-21,Alyssa Dalton,積體電路-IC,Terminus,FE1.1,246.75,2106,2021-09-23,"807 Brandy Corner
Bonniestad, SC 40987"
PO-0412,2021-12-17,Veronica Rodgers,嵌入式模組,Silicon Labs,RS9116N-SB00-B00,232.05,2676,2022-02-01,"Unit 6368 Box 9071
DPO AA 61567"
PO-0413,2021-11-21,Christopher Collins,微型組件,Marvell,MARVELL 88F3720,106.05000000000001,1597,2022-01-24,"8278 Barbara Skyway
West Laura, CA 38801"
PO-0414,2021-05-08,Tiffany Lopez,類比-IC,STMicroelectronics,BALF-NRG-01D3,118.65,2995,2021-11-15,"7958 Misty Land Suite 859
North Christopher, CA 78574"
PO-0415,2021-10-19,Glenda Perry,微型組件,Marvell,Prestera Ethernet Switch Family,180.6,2335,2021-10-28,"269 Johnson Pines
North Michael, ME 12945"
PO-0416,2021-09-29,Angela Mercer,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2059,2021-12-24,"2910 Debra Crescent
New Ashleyfort, MA 34014"
PO-0417,2021-07-27,Paul Dunlap,微型組件,STMicroelectronics,STM32L476JG,221.55,1759,2022-06-25,"2552 Jessica Hollow Apt. 110
Burkefurt, HI 19565"
PO-0418,2022-03-23,Stacey Smith,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,1904,2022-04-06,"1576 Walker Gardens
Tristanfurt, LA 70963"
PO-0419,2022-05-15,Teresa Garcia,離散式元件,KEC,KMA2D4P20SA,227.85000000000002,2587,2022-06-21,"014 Chapman Light
Evansburgh, CA 45126"
PO-0420,2021-12-17,Keith Weber,記憶體,Western Digital (SanDisk),iNAND 7250,130.20000000000002,2824,2022-04-04,"01956 Cynthia Isle
West John, HI 13416"
PO-0421,2021-08-21,David Gordon,類比-IC,Torex Semiconductor,XBP06V0U25R,213.15,2604,2022-03-24,"100 Colon Neck
Andresshire, NM 77509"
PO-0422,2021-12-31,Natasha Jackson,非光學傳感器,Sentons,SNT8XXX,106.05000000000001,1253,2022-05-16,"1824 Wood Neck Suite 678
East Robin, RI 35388"
PO-0423,2022-02-28,Cynthia Duncan,類比-IC,AXElite,AX3112,283.5,2785,2022-06-20,"158 Smith Keys
Myersfort, PA 83891"
PO-0424,2022-04-19,Becky Stewart,離散式元件,UnitedSiC,UJ3N,268.8,1544,2022-05-27,"4985 Scott Mountains
Lake Ann, CA 47357"
PO-0425,2022-05-11,Ronald Wang,積體電路-IC,Skyworks,Si538x,33.6,1764,2022-06-25,"0420 Angela Bypass
North Jamesburgh, IL 52504"
PO-0426,2021-05-09,Tina Parker,嵌入式模組,Thales,Cinterion IoT Terminals-EHS6T,281.40000000000003,1906,2021-08-24,"59900 Melissa Corner Apt. 482
East Gregory, NE 13748"
PO-0427,2021-09-21,Johnny Miller,微型組件,STMicroelectronics,STRG06,130.20000000000002,2202,2022-04-04,"3714 Palmer Cove
New Johnshire, KY 93803"
PO-0428,2021-06-17,Jill Knight,積體電路-IC,Lattice,MachXO,227.85000000000002,2570,2022-01-05,"781 Roach Park Suite 724
Tonyville, OH 91058"
PO-0429,2021-06-24,John Kim,類比-IC,Skyworks,SKY85747-11 / SKY85333-11,95.55,1596,2022-06-25,"86092 Kim Cape Apt. 394
Port Michaelside, DC 46602"
PO-0430,2021-05-11,Derek Snyder,類比-IC,Torex Semiconductor,XC9282,290.85,1275,2021-11-04,"78808 Robert Hill Suite 784
Hughesberg, MN 27383"
PO-0431,2021-12-29,Mr. Philip Skinner MD,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.600000000000001,1337,2022-04-16,"200 Williams Camp Suite 593
North Ericashire, ND 02083"
PO-0432,2022-01-26,Craig Richardson,測試及測量,Rohde & Schwarz,RTM3000,156.45000000000002,1978,2022-05-23,"048 Stephens Mall
Huntberg, NE 03891"
PO-0433,2021-10-17,Paul Dean,嵌入式模組,Taoglas,EDGE,107.10000000000001,1224,2022-04-19,"87754 Turner Oval Apt. 447
South Scott, NJ 52057"
PO-0434,2021-11-26,Ms. Kimberly Bradley,類比-IC,Marvell,98DX325x,168.0,1817,2022-06-24,"6996 Williams Summit Suite 754
Port Garrett, MA 76835"
PO-0435,2021-05-25,Yvonne Huber,嵌入式模組,poLight,TLens Silver,240.45000000000002,1171,2022-02-10,"04363 Sullivan Shore
Port Shawn, NJ 84633"
PO-0436,2022-02-22,Lisa Brooks,積體電路-IC,Lattice,ECP3,93.45,1856,2022-06-02,"9472 Schmidt Junctions Apt. 880
Matthewchester, NE 70441"
PO-0437,2021-05-02,Patrick Jones,類比-IC,Silicon Labs,EFR32BG24,160.65,2477,2022-02-25,"83876 Jacob Fields
Chelseamouth, KY 16885"
PO-0438,2022-05-18,Mr. Brian Carroll,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1629,2022-06-09,"706 Sanchez View
Port Joshua, WY 77056"
PO-0439,2021-08-29,Leah Foley,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2198,2021-09-04,"9837 Roach Harbor Apt. 789
Lake Michaelfurt, MS 02631"
PO-0440,2022-03-12,Kevin Garner,類比-IC,Torex Semiconductor,XC9281 / XC9282,13.65,2041,2022-06-25,"31701 Richard Circles
West Aaronport, PA 72463"
PO-0441,2021-10-16,Ms. Barbara Smith,微型組件,Marvell,88SS1092,198.45000000000002,2286,2022-06-11,"22510 Garcia Parks Suite 236
New Brandyfurt, NY 48185"
PO-0442,2021-10-13,Anthony Nolan,積體電路-IC,Lattice,實現可編程系統控制的硬體安全方案,127.05000000000001,2104,2022-02-12,"0283 Rush Shore
Harrisfurt, IN 69973"
PO-0443,2022-02-05,Jason Wright,記憶體,STMicroelectronics,Memories,297.15000000000003,2166,2022-03-29,"2809 Troy Mills
Brianburgh, DE 59570"
PO-0444,2021-04-11,Janet Garcia,非光學傳感器,ams OSRAM,TMF8801,86.10000000000001,1017,2021-06-20,"185 Samantha Islands
West Annaburgh, WY 61106"
PO-0445,2021-04-29,Chad Murray,嵌入式模組,Silicon Labs,BGX13S22GA,150.15,1819,2021-07-16,"36689 Wright Points Suite 031
Tammyport, ID 60264"
PO-0446,2021-10-22,Jennifer Anderson,光電產品,ams OSRAM,Photodiode & Phototransistor,28.35,1770,2022-06-12,"2868 Amy Parks Suite 710
South Joshualand, WV 30209"
PO-0447,2021-11-24,Jeffrey Cain,離散式元件,UnitedSiC,"UJ3C, UF3C, UF3SC",291.90000000000003,1548,2022-01-23,"04476 Smith Mount Apt. 980
South Joshua, IL 78439"
PO-0448,2021-04-24,Michael Scott,類比-IC,Littelfuse,HE3300,282.45,2987,2022-05-27,"5599 Christopher Mill Apt. 034
Lake Dianamouth, OR 81225"
PO-0449,2021-04-22,Michael Carter,積體電路-IC,Lattice,MachXO3,138.6,1977,2021-08-24,"8635 Morton Track Apt. 582
North Mary, WV 04744"
PO-0450,2022-01-28,Adam Carter,積體電路-IC,Lattice,ECP3,93.45,2671,2022-04-12,"018 Wagner Squares
South Emily, MD 50825"
PO-0451,2021-06-11,John Vasquez,非光學傳感器,ams OSRAM,AS7038RB,97.65,1670,2021-11-12,"PSC 4857, Box 7124
APO AE 97390"
PO-0452,2021-08-30,Cheryl Lopez,連接器,Credo,Bald Eagle Retimer,163.8,2985,2022-03-25,"18317 John Heights
New Brendaton, PA 13033"
PO-0453,2021-05-05,Martin Jones,嵌入式模組,poLight,TLens Silver,240.45000000000002,1737,2021-06-24,"7505 Daisy Landing
Michaelland, TX 89374"
PO-0454,2022-03-22,Jasmine Taylor,光電產品,Melexis,MLX75027,14.700000000000001,2419,2022-03-23,"0576 Susan Mission Apt. 798
New Gregoryside, IN 91737"
PO-0455,2022-03-24,Daniel Edwards,嵌入式模組,Summit Wireless,Summit SWS997SD Rx Module,308.7,1973,2022-03-29,"17329 Brian Green Apt. 547
East Amy, KY 01613"
PO-0456,2021-12-28,Christopher Valenzuela,測試及測量,Rohde & Schwarz,HM8150 Arbitrary Function Generator,221.55,1783,2022-04-14,"902 Michael Shoal Apt. 593
Port Denise, PA 02134"
PO-0457,2021-09-06,Brittany Reid,非光學傳感器,Silicon Labs,Si1143/44,204.75,2246,2022-05-20,"7013 Vanessa Field
Richardport, HI 49889"
PO-0458,2021-05-07,Amy Moore,積體電路-IC,Lattice,ECP3,93.45,2511,2021-05-16,"0468 Jeff Flat Suite 751
Walkerbury, SD 45888"
PO-0459,2021-08-03,Laura Strickland,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,1538,2021-12-05,"218 Wilson Curve Apt. 921
North Sarahland, WY 94553"
PO-0460,2021-12-06,Laura Taylor,離散式元件,Littelfuse,437A Series,47.25,1332,2022-01-02,"207 Kidd Club
Port Robinburgh, NV 83400"
PO-0461,2021-10-30,Timothy Mullins,光電產品,Sony Semiconductor,"ISX019, IMX290, IMX224, IMX390, IMX490",292.95,1873,2022-06-30,"5402 Vincent Land
Danielberg, WI 60009"
PO-0462,2021-08-23,James Scott,微型組件,Credo,"Seagull 50, Seagull 200",58.800000000000004,1549,2022-01-02,"197 Dean Skyway
West Bradley, MT 32049"
PO-0463,2022-02-02,Kevin Walker,非光學傳感器,ams OSRAM,TMD2635,306.6,2104,2022-04-22,"329 Herbert Isle
West Kathryn, WV 38309"
PO-0464,2021-07-28,Connie Stephens,積體電路-IC,Skyworks,Si5391,250.95000000000002,1509,2022-01-06,"8700 Bauer Park
Hesterberg, MN 03369"
PO-0465,2021-08-25,Amber Jackson,微型組件,FocalTech,Smart Phone Application,114.45,1449,2022-02-20,"464 Crawford Via
Diazland, ND 05992"
PO-0466,2021-12-06,Suzanne Frank,類比-IC,Marvell,Prestera 98CX8129,19.95,1913,2022-01-24,"779 Clarke Orchard Apt. 074
Joshuafort, VT 88415"
PO-0467,2021-11-03,Gerald Holland,電池,GP,Mini-Lithium Series,236.25,2979,2021-11-23,"7338 Glass Harbors Suite 641
North Jennifer, WY 99614"
PO-0468,2022-03-27,Julie Curry,類比-IC,ROHM,BD70522GUL,123.9,2845,2022-05-08,"799 Erickson River
East Jacobfort, IN 54840"
PO-0469,2021-12-13,Diana Payne,類比-IC,Monolithic Power Systems,MP6925A,85.05,1987,2022-05-18,"PSC 9946, Box 9184
APO AE 13940"
PO-0470,2021-08-21,Corey Payne,嵌入式模組,QuickLogic,EOS S3 EVB,254.10000000000002,2978,2021-10-29,"477 Williams Haven Apt. 494
Briggsborough, IL 90548"
PO-0471,2021-05-16,Alicia Ferrell,類比-IC,Celeno,CL8046,74.55,1075,2022-06-08,"49018 Miller Path
Port Travis, MA 69658"
PO-0472,2021-08-31,Don Greene,嵌入式模組,Innolux,N116BCA,278.25,1675,2021-10-09,"PSC 9238, Box 1059
APO AP 14674"
PO-0473,2022-05-16,Sheryl Martin,測試及測量,Rohde & Schwarz,FPC1000,126.0,2135,2022-06-17,"USS Schroeder
FPO AA 59630"
PO-0474,2022-01-29,Jeffrey Bailey,非光學傳感器,Sentons,SNT8XXX,106.05000000000001,2659,2022-03-16,"67046 Thompson Gateway
Gonzalezfort, IL 48193"
PO-0475,2021-11-27,Robert Mclaughlin,類比-IC,Canyon Semiconductor,CY2332 / CY6572,10.5,1782,2022-04-04,"27343 Hunter Court
Sweeneyview, WI 88805"
PO-0476,2021-04-14,Jose Young,嵌入式模組,Silicon Labs,Series 2 Zigbee SoC,205.8,2396,2021-08-15,"757 Wyatt Green Apt. 689
Fergusonmouth, DC 66900"
PO-0477,2021-10-23,Erin Williams,記憶體,GigaDevice,GD5Fxx,141.75,1215,2021-11-01,"Unit 0103 Box 1080
DPO AA 09428"
PO-0478,2021-08-09,Steven Gates,嵌入式模組,Silicon Labs,RS9116N-SB00-B00,232.05,2584,2022-02-28,"8494 Harrington Spur Suite 575
Rickyport, NJ 01025"
PO-0479,2021-05-01,John Walsh,積體電路-IC,Skyworks,Si539x,262.5,2799,2021-12-12,"USCGC White
FPO AE 09186"
PO-0480,2021-08-04,Leon Acosta,記憶體,Western Digital (SanDisk),iNAND 7250,130.20000000000002,2303,2022-06-15,"7573 Christine Roads Apt. 971
Lindabury, NY 70592"
PO-0481,2021-07-08,Robert Lewis,類比-IC,Torex Semiconductor,XD Series,53.550000000000004,2827,2022-03-07,"507 Evans Road Apt. 313
West Cameron, NJ 92909"
PO-0482,2021-12-02,Ashley Dominguez,微型組件,Marvell,Prestera Ethernet Switch Family,180.6,2453,2022-04-26,"860 Taylor Fields Suite 408
Lutzport, IA 30279"
PO-0483,2021-06-08,Amy Morgan,光電產品,Melexis,MLX75027,14.700000000000001,2741,2021-12-12,"85067 Parker Street Suite 934
New Carrieside, CT 29655"
PO-0484,2021-05-09,Melissa Evans,類比-IC,Torex Semiconductor,XC6209,306.6,2137,2022-05-31,"9134 Serrano Cliffs
Shortbury, HI 05113"
PO-0485,2022-02-26,Michael Martinez,記憶體,Longsys,P800,33.6,1945,2022-03-15,"40157 Garcia Hills
Josephmouth, NM 70270"
PO-0486,2021-04-16,Reginald Ballard,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,1468,2021-07-17,"2710 Mark Via Suite 583
Bethhaven, AK 22445"
PO-0487,2021-12-11,Colleen Lopez,被動元件,Skyworks,Si54x Ultra Series™,211.05,1285,2021-12-30,"Unit 0886 Box 3569
DPO AP 06211"
PO-0488,2021-04-22,Joanna Johnson,類比-IC,Power Integrations,INN3977CQ/INN3996CQ/INN3947CQ/INN3949CQ,189.0,1935,2022-03-14,"87171 Dylan Vista Suite 436
Nathanfort, OK 99043"
PO-0489,2021-09-13,Kevin Luna,測試及測量,Rohde & Schwarz,RTH Scope Rider,45.15,2124,2021-11-08,"USNS Tucker
FPO AA 63741"
PO-0490,2021-07-15,Christopher Mckee,電池,GP,CR2025,99.75,2648,2022-02-24,"7856 Peter Crossing
Katrinachester, MD 46080"
PO-0491,2021-08-29,Samantha Swanson,積體電路-IC,Lattice,MachXO2,214.20000000000002,1265,2021-12-15,"8605 Vasquez Valleys
East Evan, AZ 01444"
PO-0492,2021-05-17,Lisa White,非光學傳感器,STMicroelectronics,LSM6DSOX,270.90000000000003,1963,2021-06-19,"12084 Meagan Roads
Serranofort, SC 35363"
PO-0493,2021-07-26,Theresa Perez,類比-IC,Celeno,CL8040,30.450000000000003,1058,2021-07-29,"1840 Green Camp
Ariasmouth, WV 13423"
PO-0494,2021-09-30,Jennifer Fleming,非光學傳感器,ams OSRAM,TMF8801,86.10000000000001,1144,2022-01-24,"69979 Dennis Ville
Walkerstad, WV 14552"
PO-0495,2021-12-23,Isabel Blair,微型組件,Marvell,MARVELL 88F3720,106.05000000000001,1930,2022-06-17,"PSC 2458, Box 6986
APO AP 76400"
PO-0496,2021-12-03,Katherine Cook,類比-IC,STMicroelectronics,VNH7100BAS,217.35000000000002,2546,2022-04-05,"519 Margaret Mountain
Riceview, DC 85588"
PO-0497,2022-05-11,Alice Mills,微型組件,Silicon Labs,EFM8BB5,53.550000000000004,2835,2022-05-26,"6244 Phillips Creek Suite 789
Savannahtown, MA 25756"
PO-0498,2022-01-04,Curtis Hudson,微型組件,Marvell,Prestera Ethernet Switch Family,180.6,2234,2022-02-22,"869 Meyer Ports Suite 294
West Rachelport, RI 31564"
PO-0499,2021-05-31,Robert Greer,類比-IC,ROHM,BD86852MUF-C,107.10000000000001,2837,2021-07-23,"55407 Timothy Mews
Shermanchester, LA 79478"
PO-0500,2021-09-27,Christine Montgomery,測試及測量,Rohde & Schwarz,Spectrum Rider FPH,71.4,1733,2022-02-18,"7774 Jerry Centers Apt. 592
Adamborough, RI 43035"
