order_id,order_date,order_customer,item_category,item_vendor,order_item,order_price,order_qty,delivery_date,delivery_address,stock
PO-1874,2021-10-16,Allison Dorsey,微型組件,Synaptics,CX20924,211.05,1775,2022-03-25,"69019 Angela Ferry Suite 086
Alexandershire, RI 63715",-3910
PO-0578,2022-03-18,Jeffrey Mills,微型組件,Synaptics,CX20924,211.05,2074,2022-05-18,"320 Luna Run
West Micheleberg, ND 01576",-5984
PO-0855,2021-10-17,Blake Jefferson,微型組件,Synaptics,CX20924,211.05,2391,2022-05-29,"3332 Taylor Fords
East Christineberg, NC 60675",-8375
PO-1586,2022-05-31,Wesley Gonzalez,微型組件,Synaptics,CX20924,211.05,2283,2022-06-05,"64535 Christopher Manors Suite 817
Michaelport, AR 49599",-10658
PO-1909,2021-10-01,Kelly Esparza,微型組件,Synaptics,CX20924,211.05,2893,2022-07-01,"422 Scott Coves
Royside, SD 27984",-13551
PO-0579,2021-04-12,Rodney Johnson,微型組件,Sony Semiconductor,CXD3781,59.85,2269,2021-10-07,"PSC 5195, Box 3580
APO AP 01614",-755
PO-0084,2021-05-28,Alexis Maddox,微型組件,Sony Semiconductor,CXD3781,59.85,2117,2022-01-16,"4058 Johnson Walk Suite 258
Howellborough, ND 91818",-2872
PO-1362,2022-01-24,Danny Williamson,微型組件,Sony Semiconductor,CXD3781,59.85,2510,2022-01-28,"84633 John Plains Suite 132
Dannyborough, WV 10245",-5382
PO-1876,2022-04-08,Daniel Thomas,微型組件,Sony Semiconductor,CXD3781,59.85,1855,2022-05-13,"06793 Gillespie Mount Suite 519
Ramosborough, NM 68299",-7237
PO-1123,2021-05-09,Aaron Henderson,微型組件,Sony Semiconductor,CXD3781,59.85,2865,2022-05-23,"03687 Courtney Parks
East Angela, IA 84827",-10102
PO-1979,2022-03-29,Mike Welch,微型組件,Sony Semiconductor,CXD3781,59.85,2054,2022-05-24,"83455 Jennifer Valleys
Port Markshire, KS 20177",-12156
PO-0328,2022-05-15,Scott Shelton,微型組件,Sony Semiconductor,CXD3781,59.85,1411,2022-05-25,"1780 Miller Harbor Apt. 239
Bennettmouth, MS 31618",-13567
PO-1598,2021-05-31,Miranda Wilson,非光學傳感器,Sony Semiconductor,CXD5603GF,192.15,1645,2022-05-30,"922 Horn Gateway Suite 615
Lake Anthony, DC 80083",-27
PO-1027,2021-05-13,Travis Underwood,非光學傳感器,Sony Semiconductor,CXD5603GF,192.15,1264,2022-06-03,"190 Nolan Circle Suite 937
Bishopchester, GA 28406",-1291
PO-1324,2021-04-08,Barbara Martinez,非光學傳感器,Sony Semiconductor,CXD5603GF,192.15,2451,2022-06-24,"PSC 0844, Box 0847
APO AP 20925",-3742
PO-0153,2021-09-20,Sarah Brooks,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,2308,2021-11-29,"98348 Mathis Meadow Apt. 514
Danachester, HI 21961",-355
PO-1552,2021-11-05,Chris Murphy,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,1329,2022-03-18,"7670 Mary Tunnel
Port Michaelborough, PA 30344",-1684
PO-1665,2021-12-11,Jacob Hart,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,2611,2022-04-07,"432 Jill Center
Melissaview, TX 55210",-4295
PO-0528,2021-09-30,Darren Garcia,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,1742,2022-04-16,"21889 Hall Extensions Apt. 986
Jonstad, IA 13656",-6037
PO-1812,2022-04-26,Jonathan Cooley,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,2119,2022-05-07,"242 Robert Alley Suite 848
Lake Stephanieshire, VA 04539",-8156
PO-1690,2022-02-23,Calvin Martinez,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,2269,2022-05-13,"5444 Randolph Walk Suite 787
Bankschester, CA 65542",-10425
PO-0992,2022-03-04,Jennifer Alvarado,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,1538,2022-06-06,"1408 Foster Drive
Jeremyberg, ND 58702",-11963
PO-1055,2022-03-17,Cynthia Wright,嵌入式模組,Thales,Cinterion IoT Terminals-EHS6T,281.40000000000003,2540,2022-04-12,"1807 Smith Way
Lake Michelle, AR 42006",-2229
PO-1251,2021-04-18,Stephanie Hutchinson,嵌入式模組,Thales,Cinterion IoT Terminals-EHS6T,281.40000000000003,1891,2022-05-16,"795 Duncan Fall
Robertton, AL 69645",-4120
PO-0337,2022-03-10,Richard Lopez,嵌入式模組,Thales,Cinterion IoT Terminals-EHS6T,281.40000000000003,1034,2022-05-18,"2470 Grace Brooks Apt. 651
Port Erikfort, AZ 42707",-5154
PO-0770,2021-10-02,Michael Moore,嵌入式模組,Thales,Cinterion IoT Terminals-EHS6T,281.40000000000003,2738,2022-05-26,"089 Melissa Curve Apt. 177
Kristenmouth, NJ 72430",-7892
PO-0892,2022-02-19,Mr. Ryan Bennett DVM,嵌入式模組,Thales,Cinterion IoT Terminals-EHS6T,281.40000000000003,2918,2022-06-11,"73437 Hernandez Port
Campbellport, HI 16500",-10810
PO-1138,2021-09-15,Kathleen Williams,積體電路-IC,Lattice,ECP2/M,196.35,2736,2021-12-01,"7696 Davila Rapids Apt. 395
South Justin, WA 09172",-930
PO-1651,2021-08-15,Melissa Fowler,積體電路-IC,Lattice,ECP2/M,196.35,1978,2022-01-07,"USS Freeman
FPO AA 21495",-2908
PO-1457,2021-12-04,Alyssa Williams,積體電路-IC,Lattice,ECP2/M,196.35,1535,2022-01-09,"8124 Amanda Rue Suite 889
West Johnathanside, MN 49041",-4443
PO-1704,2022-01-02,Edwin Rivera,積體電路-IC,Lattice,ECP2/M,196.35,2817,2022-01-30,"64176 Marilyn Landing
Gloriachester, HI 31744",-7260
PO-1254,2021-04-11,James Campbell,積體電路-IC,Lattice,ECP2/M,196.35,2838,2022-02-22,"16544 Baker Pine
Lake Sharonstad, AK 84602",-10098
PO-1491,2021-10-27,Heather Wheeler,積體電路-IC,Lattice,ECP2/M,196.35,1241,2022-05-02,"Unit 3446 Box 1661
DPO AP 21120",-11339
PO-1903,2022-03-16,Susan Gomez DDS,積體電路-IC,Lattice,ECP2/M,196.35,2756,2022-05-26,"61200 Lambert Skyway
West Heather, NM 56987",-14095
PO-1974,2022-05-16,David Scott,積體電路-IC,Lattice,ECP2/M,196.35,2562,2022-06-24,"1211 Glenn Union
North Andrew, HI 82164",-16657
PO-1630,2021-12-11,Lynn Jones,嵌入式模組,Taoglas,EDGE,107.1,1589,2022-01-11,"USS Ross
FPO AA 21486",-677
PO-1980,2021-08-05,Sarah Wells,嵌入式模組,Taoglas,EDGE,107.1,2403,2022-01-20,"045 Katherine Knolls Suite 245
Elizabethhaven, IN 24203",-3080
PO-0923,2021-10-30,Patrick Bell,嵌入式模組,Taoglas,EDGE,107.1,2003,2022-02-09,"37110 Jamie Harbor Suite 164
Jaredstad, AK 66762",-5083
PO-0366,2021-10-15,Joseph Parrish,嵌入式模組,Taoglas,EDGE,107.1,1868,2022-02-12,"9404 Jeffrey Mountain Apt. 644
East Scott, VA 35350",-6951
PO-1689,2022-01-04,Pam Thomas,嵌入式模組,Taoglas,EDGE,107.1,1447,2022-03-18,"619 May Plains
East Steveland, LA 10043",-8398
PO-1231,2021-12-14,Jessica Hobbs,嵌入式模組,Taoglas,EDGE,107.1,1896,2022-03-20,"94952 Francisco Lane
Millershire, MT 76447",-10294
PO-1477,2021-05-30,Barbara Lewis,嵌入式模組,Taoglas,EDGE,107.1,2677,2022-03-31,"3859 David Union
Spencerchester, IL 39518",-12971
PO-0433,2021-10-17,Paul Dean,嵌入式模組,Taoglas,EDGE,107.1,1224,2022-04-19,"87754 Turner Oval Apt. 447
South Scott, NJ 52057",-14195
PO-0619,2022-04-16,Derek Wilson,嵌入式模組,Taoglas,EDGE,107.1,1617,2022-05-05,"14522 Rodriguez Circles Suite 075
Lawrencefurt, IL 35805",-15812
PO-0358,2022-02-26,Nicole Doyle,嵌入式模組,Taoglas,EDGE,107.1,2177,2022-05-13,"452 Gerald Fork
Karihaven, WV 74119",-17989
PO-1942,2022-03-06,Arthur Reed,嵌入式模組,Taoglas,EDGE,107.1,2373,2022-05-14,"7775 Miller Point Suite 158
Moorestad, OR 78537",-20362
PO-0321,2021-12-07,Alicia Smith,嵌入式模組,Taoglas,EDGE,107.1,2661,2022-05-19,"210 Ortega Pine
South Michaelhaven, IL 94466",-23023
PO-1500,2021-12-21,Christine Orozco,嵌入式模組,Taoglas,EDGE,107.1,1915,2022-06-09,"USCGC Juarez
FPO AP 25433",-24938
PO-0784,2021-06-26,Charles Barrett,嵌入式模組,Taoglas,EDGE,107.1,1998,2022-06-13,"331 Marie Oval
Millerborough, NH 48364",-26936
PO-0437,2021-05-02,Patrick Jones,類比-IC,Silicon Labs,EFR32BG24,160.65,2477,2022-02-25,"83876 Jacob Fields
Chelseamouth, KY 16885",-658
PO-1029,2021-11-22,Phillip Ellis,類比-IC,Silicon Labs,EFR32BG24,160.65,1602,2022-03-24,"8956 Felicia Points
Aguilarberg, UT 75642",-2260
PO-0977,2022-04-21,Luis Archer,類比-IC,Silicon Labs,EFR32BG24,160.65,2987,2022-05-08,"49620 Richard Skyway Suite 440
Juanmouth, WV 15465",-5247
PO-1429,2022-04-17,William Anthony,類比-IC,Silicon Labs,EFR32BG24,160.65,1854,2022-05-25,"059 Hubbard Heights
South Heatherhaven, NE 21186",-7101
PO-0258,2022-04-09,Dawn Thompson,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1969,2022-04-24,"40646 Nicholas Pass
Georgeside, LA 74419",-1592
PO-1350,2021-08-31,Brian Peterson,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,2670,2022-04-25,"92864 Kimberly Turnpike
Olsenberg, MD 81683",-4262
PO-0785,2022-05-04,Kerry Harrington,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1239,2022-05-04,"324 James Club
Kennedymouth, NE 64322",-5501
PO-0779,2021-05-15,Anthony Solomon PhD,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,2055,2022-05-18,"18032 Jacqueline Fort Apt. 839
Dunlapshire, MN 44568",-7556
PO-1309,2022-03-11,Heather Whitehead,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,2338,2022-05-23,"91649 Steve Inlet
West Julieburgh, ID 59024",-9894
PO-1833,2022-05-12,Alexandra Ramirez,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1657,2022-05-30,"47206 Donald Manors
Freemanmouth, HI 66703",-11551
PO-0438,2022-05-18,Mr. Brian Carroll,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1629,2022-06-09,"706 Sanchez View
Port Joshua, WY 77056",-13180
PO-0320,2022-06-01,Alicia Kennedy MD,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,2507,2022-06-10,"793 Kelly Mountain Apt. 550
West John, MT 81943",-15687
PO-0042,2021-10-03,Eric Jones,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,2510,2022-06-21,"27338 Chambers Trail Suite 506
Port Mary, DC 53460",-18197
PO-1920,2022-04-30,Ms. Kristina Sullivan,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,2352,2022-06-23,"Unit 9086 Box 8678
DPO AP 88124",-20549
PO-1106,2021-07-17,Steven Combs,嵌入式模組,Thales,ELS31,180.6,2321,2021-08-20,"85266 Allison Freeway Apt. 497
Port Gary, MO 73149",-1735
PO-1646,2021-09-27,Stephen Andrade,嵌入式模組,Thales,ELS31,180.6,1302,2021-12-21,"02801 Steven Way
East Anna, AZ 18118",-3037
PO-1421,2021-07-19,Hunter Lynch,嵌入式模組,Thales,ELS31,180.6,1878,2022-01-28,"234 Wheeler Ridges
Williamville, DE 89625",-4915
PO-1781,2021-08-17,Molly Moody,嵌入式模組,Thales,ELS31,180.6,2771,2022-02-27,"0767 Wilkinson Corner
Lucasburgh, GA 34111",-7686
PO-1728,2022-03-03,Miranda Brown,嵌入式模組,Thales,ELS31,180.6,1406,2022-04-07,"9346 Grant Road Apt. 857
East Danielbury, NH 39558",-9092
PO-1647,2021-10-14,Shelley Cherry,嵌入式模組,Thales,ELS31,180.6,1444,2022-05-10,"300 Andre Mall Apt. 172
Lindseyview, IN 96501",-10536
PO-1223,2022-06-01,Laurie Collins,嵌入式模組,Thales,ELS31,180.6,1473,2022-06-14,"3382 Eric Pine
Blackburntown, ME 70868",-12009
PO-0598,2022-03-12,John Foley,嵌入式模組,Thales,ELS31,180.6,2761,2022-06-29,"99575 Jeremiah Underpass Apt. 030
Nicholsburgh, WY 51595",-14770
PO-0092,2022-04-20,Andrew Miller,嵌入式模組,Thales,ELS31,180.6,2819,2022-06-30,"5051 Fernandez Walks
Phillipschester, UT 40543",-17589
PO-0218,2022-01-07,Kelly Hawkins,嵌入式模組,Thales,ELS31,180.6,2374,2022-07-01,"5966 Roberts Cove Suite 934
Jasminemouth, MI 29224",-19963
PO-1302,2022-01-04,Michael Wilson,嵌入式模組,Thales,ELS61,238.35,1920,2022-01-19,"043 Jackson Groves Apt. 778
Elizabethtown, MO 76941",-1778
PO-0666,2021-06-23,Michael Rivera,嵌入式模組,Thales,ELS61,238.35,1904,2022-01-22,"USS Small
FPO AA 84892",-3682
PO-1529,2021-06-12,Jeanette Wong,嵌入式模組,Thales,ELS61,238.35,1360,2022-01-23,"119 Reed Track Suite 645
Cartermouth, CA 10249",-5042
PO-0260,2021-11-04,Kristin Jacobs,嵌入式模組,Thales,ELS61,238.35,1840,2022-02-19,"11745 Nichole Alley Suite 092
New Sharon, UT 12438",-6882
PO-1053,2021-07-18,Susan Crane,嵌入式模組,Thales,ELS61,238.35,1717,2022-03-30,"3618 Rivera Fork
Smithton, SD 34431",-8599
PO-1790,2021-07-14,Charlene Dean,嵌入式模組,Thales,ELS61,238.35,1658,2022-03-31,"20950 Montoya Spring Suite 583
North Danielle, MO 09404",-10257
PO-1430,2022-03-19,Donna Juarez,嵌入式模組,Thales,ELS61,238.35,2719,2022-05-05,"USNV Ross
FPO AP 10982",-12976
PO-1801,2022-01-22,Brian Adams,嵌入式模組,Thales,ELS61,238.35,2534,2022-06-16,"4091 Hancock Forest
Brianhaven, CT 72585",-15510
PO-1321,2021-10-01,Tony Morris,嵌入式模組,Thales,ELS61,238.35,1995,2022-07-01,"518 Bryan Mountains Suite 044
Tonyaport, FL 59730",-17505
PO-0531,2021-04-25,Daniel Thompson,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,2980,2021-09-26,"11350 Max Village
Jacksonchester, TX 17661",-1085
PO-1524,2021-04-26,Kimberly Martin,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,2053,2021-10-23,"954 Anderson Square Apt. 882
Petersonmouth, KY 24943",-3138
PO-0470,2021-08-21,Corey Payne,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,2978,2021-10-29,"477 Williams Haven Apt. 494
Briggsborough, IL 90548",-6116
PO-0141,2021-09-11,Mary Romero,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,2660,2022-03-06,"66441 Herring Extensions Apt. 574
North Bruce, MN 62115",-8776
PO-0897,2022-01-20,Tony Gonzalez,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,2709,2022-03-11,"PSC 0959, Box 6043
APO AP 36128",-11485
PO-1428,2022-01-29,Blake Leon,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,1150,2022-05-09,"79929 Brenda Rapid Apt. 316
Port Isabelmouth, AL 80185",-12635
PO-0517,2022-02-22,James Green,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,1638,2022-05-20,"014 Kristen Lights
Sierraburgh, WY 09982",-14273
PO-1591,2022-05-14,Renee Smith,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,2291,2022-05-30,"PSC 4685, Box 7893
APO AP 33944",-16564
PO-1411,2022-05-08,Hector May,嵌入式模組,QuickLogic,EOS S3 EVB,254.1,2540,2022-06-03,"50790 Cabrera Port Suite 770
Gomezland, CT 41509",-19104
PO-1746,2021-12-28,Jennifer Lopez,嵌入式模組,Thales,EXS82-W,160.65,2547,2022-06-01,"5738 Garrett Shoals Apt. 386
Trevormouth, NE 22570",-2518
PO-1301,2022-04-12,Robert Miller,嵌入式模組,Thales,EXS82-W,160.65,1293,2022-06-02,"322 Wright Field Apt. 069
Lake Cindy, IN 93659",-3811
PO-1007,2021-05-20,Thomas Johnson,嵌入式模組,Thales,EXS82-W,160.65,1988,2022-06-20,"373 Laura Lock Apt. 953
Christianview, OK 39477",-5799
PO-1300,2022-04-11,Eugene Jackson,非光學傳感器,Superior Sensor Technology,FM Series,64.05,2656,2022-06-10,"3453 Jermaine Locks Apt. 063
North Danielbury, VA 25218",-1280
PO-1002,2022-04-27,Alexander Vaughn,非光學傳感器,Superior Sensor Technology,FM Series,64.05,1359,2022-06-11,"58088 Kaitlin Center Apt. 231
Lowefurt, ME 34709",-2639
PO-0871,2022-04-29,Barbara Frank,測試及測量,Rohde & Schwarz,FPC1000,126.0,2331,2022-05-12,"683 Dominguez Junction
West Erika, NM 83876",-423
PO-0473,2022-05-16,Sheryl Martin,測試及測量,Rohde & Schwarz,FPC1000,126.0,2135,2022-06-17,"USS Schroeder
FPO AA 59630",-2558
PO-1295,2022-05-19,Ronald Lee,測試及測量,Rohde & Schwarz,FPC1000,126.0,2077,2022-06-29,"67576 Tara Dale Suite 894
New Tinaton, WV 74248",-4635
PO-1479,2021-11-12,Chelsey Huffman,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,1909,2021-11-14,"193 Graves Mews Apt. 588
East Maurice, MO 95107",-1326
PO-0459,2021-08-03,Laura Strickland,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,1538,2021-12-05,"218 Wilson Curve Apt. 921
North Sarahland, WY 94553",-2864
PO-1101,2021-08-20,Kelly Curtis,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,2705,2022-01-07,"670 Barton Springs
East Raymond, MT 39933",-5569
PO-0709,2021-10-19,Rita Wilson,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,2594,2022-01-10,"6670 Valerie Mission Suite 572
Jameston, UT 58142",-8163
PO-0846,2021-12-10,James Mitchell,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,1539,2022-01-13,"8085 Jason Extension Suite 965
South Michael, NJ 59866",-9702
PO-1456,2021-06-10,Wendy Moore,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,1978,2022-01-23,"7398 Jackson Walk
Wongville, NC 89374",-11680
PO-1567,2021-05-21,Kelly Monroe,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,1152,2022-03-30,"14053 Cervantes Overpass Suite 791
Gonzalezstad, IN 57828",-12832
PO-0353,2022-02-21,Shannon Johnson,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,2457,2022-05-09,"1837 Mcneil Stravenue
Adamstad, TN 90560",-15289
PO-1550,2022-05-04,Christopher Harmon,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,2979,2022-05-30,"443 Anthony Station
Mercerstad, MN 25197",-18268
PO-1555,2021-10-05,Xavier Hall,記憶體,GigaDevice,GD25xx,36.75,1992,2022-02-18,"Unit 8155 Box 2744
DPO AE 51832",-937
PO-1037,2022-04-18,Aaron Mcintosh,記憶體,GigaDevice,GD25xx,36.75,1944,2022-06-06,"38765 Troy Track
South Ruben, WA 90031",-2881
PO-0061,2021-08-16,Luis Wall,記憶體,GigaDevice,GD5Fxx,141.75,2078,2021-11-24,"307 Wanda Alley Suite 463
New Patrickshire, IN 40370",-801
PO-1571,2021-09-11,Richard Perez,記憶體,GigaDevice,GD5Fxx,141.75,2906,2022-03-20,"9087 Stewart Fields Suite 095
Port Brianshire, TN 71216",-3707
PO-1121,2022-04-07,Sarah Baldwin,記憶體,GigaDevice,GD5Fxx,141.75,2208,2022-04-08,"850 Pierce Course
North Tonya, NV 16287",-5915
PO-1631,2022-02-13,Vanessa Ramos,記憶體,GigaDevice,GD5Fxx,141.75,1048,2022-04-20,"7711 Smith Islands
New Amanda, NV 20642",-6963
PO-0180,2021-10-23,Ann Reed,記憶體,GigaDevice,GD5Fxx,141.75,2499,2022-05-07,"0807 Tanya Springs
East Phillip, AL 68365",-9462
PO-1918,2022-01-27,Jacob Tapia,記憶體,GigaDevice,GD5Fxx,141.75,1105,2022-06-12,"8313 Jeffrey Course Apt. 129
Williamschester, DE 26302",-10567
PO-1127,2022-03-11,Randy Fox,記憶體,GigaDevice,GD5Fxx,141.75,1008,2022-06-19,"189 Joshua Lodge Suite 686
West Cindy, OR 27740",-11575
PO-1239,2022-05-23,Michael Jones,記憶體,GigaDevice,GD5Fxx,141.75,1415,2022-07-01,"820 Martinez Union Suite 074
West Glenn, WA 42232",-12990
PO-1405,2022-04-24,Eric Moore,電池,GP,GP Supercell Carbon Zinc AA,122.85,2318,2022-06-18,"PSC 5631, Box 2983
APO AP 30681",-698
PO-1318,2022-05-08,April Guzman DDS,電池,GP,GP Supercell Carbon Zinc AA,122.85,2731,2022-06-30,"16840 Moore Islands Apt. 034
South Timothy, IN 74992",-3429
PO-1333,2022-05-11,Adam Ellis,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,1889,2022-05-11,"727 Cohen Extensions Apt. 472
Ashleyberg, DE 50432",-1457
PO-1576,2022-01-07,Richard Hester,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,2852,2022-06-02,"9168 Thompson Square
Morganport, HI 27761",-4309
PO-1501,2022-05-25,Michael Perry,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,2010,2022-06-06,"Unit 3549 Box 1042
DPO AA 71033",-6319
PO-1782,2022-03-14,Gina Lopez,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,1045,2022-06-07,"49185 Misty Courts
Chenborough, LA 30400",-7364
PO-1969,2021-04-19,Deanna Garrett,類比-IC,Littelfuse,HE3300,282.45,1976,2021-11-29,"0673 Jennifer Spur
South Reneefort, WV 91589",-1546
PO-1367,2021-07-04,Jose Thomas,類比-IC,Littelfuse,HE3300,282.45,1639,2021-12-03,"435 Chase Unions
New Kristinstad, VT 40659",-3185
PO-0719,2021-07-29,Patrick Mcdowell,類比-IC,Littelfuse,HE3300,282.45,1135,2022-03-23,"96277 Jones Lock
Johnton, NH 79683",-4320
PO-1335,2022-01-26,Robert Stevens,類比-IC,Littelfuse,HE3300,282.45,2833,2022-04-10,"1783 Cervantes Crest Suite 657
Carolynburgh, OK 28905",-7153
PO-1271,2022-03-15,Christopher Thomas,類比-IC,Littelfuse,HE3300,282.45,2977,2022-04-18,"83058 David Pine Suite 263
Laurashire, AZ 79547",-10130
PO-0225,2022-04-13,Tina Jones,類比-IC,Littelfuse,HE3300,282.45,1836,2022-05-26,"PSC 4897, Box 6467
APO AA 49604",-11966
PO-0448,2021-04-24,Michael Scott,類比-IC,Littelfuse,HE3300,282.45,2987,2022-05-27,"5599 Christopher Mill Apt. 034
Lake Dianamouth, OR 81225",-14953
PO-1935,2022-05-01,Christopher Rogers,類比-IC,Littelfuse,HE3300,282.45,2470,2022-06-24,"PSC 8710, Box 3322
APO AP 33853",-17423
PO-1021,2022-01-10,Elizabeth Cox,測試及測量,Rohde & Schwarz,HMC8012 Digital Multimeter,181.65,1236,2022-06-01,"69367 Richardson Branch Apt. 973
North Mary, PA 34461",-470
PO-0687,2021-10-31,Ashley Salazar,測試及測量,Rohde & Schwarz,HMC8015,19.95,2943,2021-12-10,"680 Crane Circle
Tiffanyborough, AR 57290",-34
PO-0206,2021-08-07,Danielle Costa,測試及測量,Rohde & Schwarz,HMC8015,19.95,1359,2021-12-25,"2701 Eric Islands Apt. 096
North Kaylaland, VT 19650",-1393
PO-0760,2021-09-10,Billy Powell Jr.,測試及測量,Rohde & Schwarz,HMC8015,19.95,1161,2022-02-17,"0749 Gregory Mill Suite 249
Deborahhaven, ME 26023",-2554
PO-0404,2022-03-30,Melissa Lewis,測試及測量,Rohde & Schwarz,HMC8015,19.95,2683,2022-03-30,"379 Villanueva Points
North Frank, AZ 19767",-5237
PO-0880,2022-03-25,James Andrews,測試及測量,Rohde & Schwarz,HMC8015,19.95,1378,2022-04-16,"2090 Thomas Port
East Joannachester, MI 13796",-6615
PO-1558,2021-10-06,Sarah Hill,測試及測量,Rohde & Schwarz,HMC8015,19.95,1953,2022-05-24,"50182 Todd Spur
West Alexisborough, AZ 81900",-8568
PO-1049,2021-04-12,Jorge Conrad,測試及測量,Rohde & Schwarz,HMC8015,19.95,2285,2022-05-25,"60582 Hannah Vista Apt. 934
Kathryntown, KS 04114",-10853
PO-1570,2022-03-25,Michele Figueroa,測試及測量,Rohde & Schwarz,HMC8015,19.95,1335,2022-06-18,"15420 Deborah Lodge
West Williamchester, MS 38215",-12188
PO-0999,2021-11-16,Robert Taylor,嵌入式模組,Hannstar,HSD050GDW1-B00-P,50.400000000000006,2377,2022-05-20,"95504 Vasquez Knoll Suite 018
East Anthony, CO 27019",-2044
PO-0256,2022-05-16,Kristie Baird,嵌入式模組,Hannstar,HSD050GDW1-B00-P,50.400000000000006,1314,2022-06-05,"74969 Jackson Cove
Crystalview, AK 93985",-3358
PO-0120,2021-12-27,Shawn Adams,嵌入式模組,Hannstar,HSD050GDW1-B00-P,50.400000000000006,2570,2022-06-11,"498 Williams Land
West Anneberg, NY 81978",-5928
PO-1406,2022-05-22,Amy Williams,嵌入式模組,Hannstar,HSD050GDW1-B00-P,50.400000000000006,1058,2022-06-23,"9539 April Ville
North Austin, KS 96111",-6986
PO-1331,2021-04-08,Sandra Hunt,嵌入式模組,Hannstar,HSD050GDW1-B00-P,50.400000000000006,1946,2022-06-30,"1029 David Trafficway Apt. 620
Aliciaside, WV 50122",-8932
PO-0518,2022-05-04,Natalie Young,非光學傳感器,Superior Sensor Technology,HV Series,65.10000000000001,1643,2022-05-05,"75843 Valdez Fall Suite 647
Jenniferburgh, VA 63569",-1029
PO-1119,2022-03-01,Charles Bradford,非光學傳感器,Superior Sensor Technology,HV Series,65.10000000000001,2387,2022-06-20,"1228 Peter Crescent
Romeroton, DE 41523",-3416
PO-0912,2021-10-30,Linda Clark,非光學傳感器,Superior Sensor Technology,HV160 / HV120 / HV110 / HV210,109.2,1767,2022-02-18,"4843 Duncan Stream Apt. 933
Port Samanthafort, CA 28086",-21
PO-0942,2022-04-07,Ashley Hall,非光學傳感器,Superior Sensor Technology,HV160 / HV120 / HV110 / HV210,109.2,2976,2022-05-03,"91038 Pacheco Courts Suite 514
Johnsonview, DC 50870",-2997
PO-1431,2021-04-14,Ashley Contreras,非光學傳感器,Superior Sensor Technology,HV160 / HV120 / HV110 / HV210,109.2,1953,2022-05-10,"821 Lamb Greens Suite 376
Stokesside, VA 08133",-4950
PO-0070,2022-05-16,Karen Martin,非光學傳感器,Superior Sensor Technology,HV160 / HV120 / HV110 / HV210,109.2,2231,2022-05-22,"55771 Heidi Corners Apt. 557
Lake Robertville, NY 20236",-7181
PO-0541,2022-05-12,Dana Nguyen,非光學傳感器,Superior Sensor Technology,HV160 / HV120 / HV110 / HV210,109.2,2104,2022-05-22,"5179 Michael Lock Apt. 858
Markfort, NM 11091",-9285
PO-0599,2021-05-24,Henry Lewis,非光學傳感器,Superior Sensor Technology,HV160 / HV120 / HV110 / HV210,109.2,1583,2022-06-21,"0029 Benjamin Alley Suite 092
South Richard, NY 30048",-10868
PO-0164,2021-07-08,Joshua Carroll,機電產品,Knowles,IA611,211.05,1160,2021-12-01,"81214 Darlene Road
New Tylerfort, MS 93797",-807
